	ERR1458715	ERR1458739	ERR1458746	ERR1458747	ERR1458750	ERR1458752	ERR1458765	ERR1458793	ERR1458809	ERR1458829	ERR1458831	ERR1458855	ERR1458857	ERR1458868	ERR1458871	ERR1458881	ERR1458883	ERR1458893	ERR1458899	ERR1458906	ERR1458915	ERR1458929	ERR1458931	ERR1458936	ERR1458937	ERR1458942	ERR1458974	ERR1458980	ERR1458992	ERR1458999	ERR1459008	ERR1459017	ERR1459028	ERR1459033	ERR1459034	ERR1459035	ERR1459037	ERR1459045	ERR1459063	ERR1459072	ERR1459099	ERR1459109	ERR1459110	ERR1459123	ERR1459124	ERR1459126	ERR1459131	ERR1459142	ERR1459146	ERR1459147	ERR1459152	ERR1459161	ERR1459162	ERR1459172	ERR1459204	ERR2056783	ERR2056799
ERR1458906	0.9988992845349477	0.9168959823885525	0.7727022564667033	0.8260869565217391	0.9086406164006604	0.8646119977985691	0.8481012658227848	0.7903137039075399	0.7424325811777656	0.7655476059438635	0.903137039075399	0.779306549257017	1.0	0.8420473307649973	0.8304898183819482	0.9356081452944414	0.8090258668134287	0.7655476059438635	0.8150798018712163	0.0	0.9372592184920198	1.0	0.7429829389102917	0.8227848101265823	0.8717666483214089	0.8167308750687947	0.903137039075399	0.8701155751238305	0.8618602091359384	0.8359933957072097	0.7804072647220693	0.8745184369840396	0.7886626307099615	0.8673637864611998	0.8304898183819482	0.8668134287286736	0.8073747936158503	0.8492019812878371	0.6917996697853604	0.7760044028618602	0.82168409466153	0.9086406164006604	0.9592735277930655	0.7644468904788112	0.9807374793615851	0.8117776554760594	0.8783709411117226	0.5745734727572922	0.8348926802421573	0.9554210236653825	0.7567418822234453	0.8211337369290038	0.9025866813428729	0.9532195927352779	0.806274078150798	0.8591084204733076	0.654925701706109
ERR1458915	0.9988992845349477	0.914694551458448	0.9080902586681343	0.8904788112272978	0.8750687947165657	0.9477160154100165	0.8596587782058338	0.8877270225646671	0.8767198679141442	0.8789212988442487	0.9598238855255916	0.8866263070996148	0.9994496422674739	0.8827738029719318	0.8750687947165657	0.9543203082003302	0.8959823885525592	0.8783709411117226	0.899284534947716	0.9372592184920198	0.0	1.0	0.9053384700055036	0.9174463401210787	0.8871766648321409	0.9091909741331866	0.9168959823885525	0.8926802421574023	0.8602091359383599	0.8811227297743534	0.9102916895982388	0.9444138690148597	0.9400110071546505	0.837094111172262	0.8569069895432031	0.8811227297743534	0.8838745184369841	0.9135938359933957	0.9240506329113924	0.9119427627958173	0.8745184369840396	0.9279031370390755	0.9867914144193726	0.8976334617501376	0.9631260319207485	0.9042377545404513	0.9290038525041276	0.9163456246560264	0.8910291689598239	0.9840396257567419	0.9003852504127683	0.8778205833791964	0.899284534947716	0.9400110071546505	0.9047881122729774	0.8789212988442487	0.9279031370390755
ERR1458929	0.8156301596037424	0.9988992845349477	0.9944964226747386	0.9988992845349477	1.0	0.9972482113373693	1.0	0.9988992845349477	0.9994496422674739	1.0	1.0	0.996147495872317	0.7952669235002752	1.0	1.0	1.0	0.9983489268024216	1.0	0.9983489268024216	1.0	1.0	0.0	1.0	0.9994496422674739	1.0	0.9972482113373693	1.0	1.0	1.0	0.9972482113373693	1.0	1.0	0.9988992845349477	0.9994496422674739	0.9988992845349477	0.9988992845349477	0.9994496422674739	0.996147495872317	0.9785360484314805	0.9988992845349477	0.9988992845349477	0.9983489268024216	1.0	1.0	1.0	1.0	1.0	0.9972482113373693	1.0	0.9988992845349477	0.9977985690698954	0.9988992845349477	1.0	1.0	0.9675288937809576	1.0	1.0
ERR1458931	0.9966978536048432	0.5987892129884425	0.7991194276279582	0.8282883874518437	0.5652173913043478	0.8750687947165657	0.5211887727022565	0.8431480462300496	0.7985690698954321	0.6521739130434783	0.5850302696752889	0.7947165657677491	0.9977985690698954	0.6406164006604292	0.5718216840946615	0.6648321408915795	0.7198679141441937	0.627958172812328	0.8123280132085856	0.7429829389102917	0.9053384700055036	1.0	0.0	0.8205833791964777	0.6208035222894882	0.6642817831590534	0.5729223995597138	0.550357732526142	0.7028068244358833	0.7347275729223995	0.7859108420473307	0.8822234452394057	0.5481563015960375	0.844799119427628	0.8161805173362686	0.7705008255365988	0.8431480462300496	0.8321408915795266	0.7710511832691249	0.7947165657677491	0.7809576224545954	0.8018712162905889	0.6417171161254815	0.7936158503026968	0.6450192625206385	0.786461199779857	0.8673637864611998	0.7539900935608145	0.5085305448541552	0.635663181067694	0.7820583379196477	0.7490368739680793	0.5415520088057237	0.686296092460099	0.7881122729774354	0.8503026967528894	0.7815079801871216
ERR1458936	0.9983489268024216	0.8552559163456247	0.755641166758393	0.720968629609246	0.8838745184369841	0.658778205833792	0.7732526141992295	0.6763896532746285	0.779306549257017	0.7160154100165107	0.7534397358282884	0.6725371491469455	0.9988992845349477	0.7688497523390203	0.7589433131535498	0.8910291689598239	0.7705008255365988	0.732526141992295	0.7506879471656577	0.8227848101265823	0.9174463401210787	0.9994496422674739	0.8205833791964777	0.0	0.6598789212988443	0.8117776554760594	0.7952669235002752	0.787011557512383	0.8084755090809026	0.8189323059988993	0.7347275729223995	0.8668134287286736	0.8315905338470005	0.7369290038525041	0.7182168409466153	0.6995046780407265	0.7044578976334618	0.8172812328013208	0.7732526141992295	0.810126582278481	0.6417171161254815	0.7572922399559714	0.9647771051183269	0.64336818932306	0.9702806824435883	0.7077600440286186	0.7892129884424877	0.7677490368739681	0.8040726472206935	0.9499174463401211	0.6741882223445239	0.7308750687947165	0.7787561915244909	0.9405613648871767	0.7638965327462851	0.6477710511832692	0.7473858007705009
ERR1458937	0.9988992845349477	0.693450742982939	0.693450742982939	0.724821133736929	0.6714364336818932	0.7782058337919647	0.5751238304898184	0.7963676389653275	0.7501375894331316	0.6246560264171711	0.5993395707209687	0.6340121078701155	1.0	0.6020913593835994	0.5228398458998349	0.7028068244358833	0.7116125481563016	0.6103467253714915	0.8040726472206935	0.8717666483214089	0.8871766648321409	1.0	0.6208035222894882	0.6598789212988443	0.0	0.6108970831040176	0.5822784810126582	0.5905338470005503	0.6840946615299945	0.7369290038525041	0.7875619152449091	0.876169510181618	0.6499724821133737	0.7611447440836544	0.7506879471656577	0.7407815079801872	0.7721518987341772	0.787011557512383	0.806274078150798	0.7848101265822784	0.6967528893780958	0.6422674738580078	0.755641166758393	0.6064942212438085	0.7490368739680793	0.7363786461199779	0.8007705008255366	0.848651623555311	0.589433131535498	0.7369290038525041	0.693450742982939	0.6818932305998899	0.550357732526142	0.7237204182718767	0.7160154100165107	0.690148596587782	0.7969179966978536
ERR1458942	0.9818381948266374	0.6962025316455697	0.732526141992295	0.75178866263071	0.686296092460099	0.8492019812878371	0.6301596037424326	0.8156301596037424	0.747936158503027	0.6119977985690699	0.6813428728673638	0.7319757842597688	0.9972482113373693	0.6285085305448541	0.5828288387451843	0.6400660429279031	0.690148596587782	0.5404512933406714	0.787011557512383	0.8167308750687947	0.9091909741331866	0.9972482113373693	0.6642817831590534	0.8117776554760594	0.6108970831040176	0.0	0.635663181067694	0.6450192625206385	0.689598238855256	0.7578425976884975	0.7446340121078702	0.848651623555311	0.554210236653825	0.8547055586130985	0.8288387451843698	0.7677490368739681	0.7749036873968079	0.8145294441386901	0.8398458998348927	0.7457347275729224	0.7782058337919647	0.7859108420473307	0.7512383048981838	0.7198679141441937	0.7666483214089158	0.7842597688497523	0.8145294441386901	0.7275729223995597	0.5817281232801321	0.71326362135388	0.7462850853054486	0.7539900935608145	0.5674188222344524	0.600440286186021	0.7633461750137589	0.7963676389653275	0.8381948266373143
ERR1458974	0.9944964226747386	0.507429829389103	0.840946615299945	0.8558062740781508	0.4799119427627958	0.8046230049532196	0.5536598789212989	0.8189323059988993	0.8167308750687947	0.662630709961475	0.46560264171711613	0.7457347275729224	1.0	0.6296092460099064	0.6042927903137039	0.662630709961475	0.7468354430379747	0.6653824986241057	0.802421574023115	0.903137039075399	0.9168959823885525	1.0	0.5729223995597138	0.7952669235002752	0.5822784810126582	0.635663181067694	0.0	0.4854155200880572	0.709411117226197	0.7605943863511282	0.7996697853604843	0.8904788112272978	0.49201981287837093	0.8200330214639515	0.8244358833241607	0.7660979636763896	0.8282883874518437	0.8530544854155201	0.8260869565217391	0.8359933957072097	0.728673637864612	0.7660979636763896	0.5652173913043478	0.7820583379196477	0.565767749036874	0.8194826637314254	0.9003852504127683	0.8227848101265823	0.5443037974683544	0.5679691799669785	0.8326912493120529	0.7710511832691249	0.4424876169510182	0.6697853604843148	0.7991194276279582	0.787011557512383	0.8948816730875069
ERR1458980	0.9988992845349477	0.5668684645019263	0.8343423225096313	0.8299394606494221	0.5536598789212989	0.8481012658227848	0.5332966428178316	0.7831590533847	0.7424325811777656	0.6158503026967529	0.49201981287837093	0.7710511832691249	0.9994496422674739	0.600440286186021	0.5316455696202531	0.6769400110071546	0.7396807925151349	0.6230049532195927	0.7837094111172263	0.8701155751238305	0.8926802421574023	1.0	0.550357732526142	0.787011557512383	0.5905338470005503	0.6450192625206385	0.4854155200880572	0.0	0.6741882223445239	0.7413318657127133	0.7292239955971381	0.8536048431480462	0.5140341221794166	0.7716015410016511	0.7859108420473307	0.7160154100165107	0.806274078150798	0.7743533296642818	0.8282883874518437	0.7947165657677491	0.7369290038525041	0.7682993946064942	0.5938359933957073	0.7671986791414419	0.6081452944413869	0.7991194276279582	0.8591084204733076	0.8266373142542652	0.49036873968079253	0.6059438635112824	0.7743533296642818	0.7682993946064942	0.5008255365987893	0.6835443037974683	0.7996697853604843	0.7649972482113374	0.8734177215189873
ERR1458992	0.9988992845349477	0.732526141992295	0.8293891029168959	0.8481012658227848	0.7017061089708311	0.8084755090809026	0.616400660429279	0.7352779306549257	0.7749036873968079	0.6015410016510732	0.7512383048981838	0.8145294441386901	0.9994496422674739	0.6130985140341222	0.6741882223445239	0.775454045129334	0.7006053935057788	0.597138139790864	0.7143643368189323	0.8618602091359384	0.8602091359383599	1.0	0.7028068244358833	0.8084755090809026	0.6840946615299945	0.689598238855256	0.709411117226197	0.6741882223445239	0.0	0.7231700605393506	0.6752889378095762	0.8200330214639515	0.7077600440286186	0.7831590533847	0.7297743533296642	0.658778205833792	0.6477710511832692	0.7649972482113374	0.8211337369290038	0.787011557512383	0.7374793615850302	0.8244358833241607	0.8161805173362686	0.7831590533847	0.8205833791964777	0.8607594936708861	0.8470005503577325	0.8150798018712163	0.6092460099064392	0.8035222894881673	0.7991194276279582	0.7842597688497523	0.6978536048431481	0.7804072647220693	0.8167308750687947	0.7633461750137589	0.837094111172262
ERR1458999	0.9856906989543203	0.7539900935608145	0.8299394606494221	0.837094111172262	0.7396807925151349	0.8503026967528894	0.6984039625756742	0.7991194276279582	0.7963676389653275	0.7011557512383049	0.8183819482663731	0.8145294441386901	0.9966978536048432	0.6477710511832692	0.7083104017611448	0.8029719317556412	0.7182168409466153	0.6978536048431481	0.7705008255365988	0.8359933957072097	0.8811227297743534	0.9972482113373693	0.7347275729223995	0.8189323059988993	0.7369290038525041	0.7578425976884975	0.7605943863511282	0.7413318657127133	0.7231700605393506	0.0	0.7501375894331316	0.8249862410566868	0.779306549257017	0.8095762245459549	0.7072096862960925	0.7418822234452394	0.7738029719317556	0.8112272977435333	0.7804072647220693	0.7903137039075399	0.7550908090258668	0.8315905338470005	0.8855255916345625	0.8266373142542652	0.8833241607044579	0.8282883874518437	0.8585580627407815	0.8387451843698404	0.7336268574573472	0.8464501926252064	0.8029719317556412	0.7308750687947165	0.717116125481563	0.8266373142542652	0.7644468904788112	0.7936158503026968	0.825536598789213
ERR1459008	0.9988992845349477	0.8315905338470005	0.7578425976884975	0.8057237204182719	0.8536048431480462	0.8090258668134287	0.7616951018161805	0.717116125481563	0.7457347275729224	0.6186020913593836	0.7985690698954321	0.7705008255365988	0.9988992845349477	0.7330764997248211	0.7330764997248211	0.8282883874518437	0.7253714914694551	0.6703357182168409	0.7028068244358833	0.7804072647220693	0.9102916895982388	1.0	0.7859108420473307	0.7347275729223995	0.7875619152449091	0.7446340121078702	0.7996697853604843	0.7292239955971381	0.6752889378095762	0.7501375894331316	0.0	0.8090258668134287	0.7578425976884975	0.7991194276279582	0.779306549257017	0.7231700605393506	0.7352779306549257	0.7429829389102917	0.7666483214089158	0.7407815079801872	0.7589433131535498	0.8211337369290038	0.8805723720418271	0.75178866263071	0.9201981287837094	0.8090258668134287	0.7842597688497523	0.7512383048981838	0.7627958172812328	0.8756191524490919	0.7165657677490369	0.7787561915244909	0.8359933957072097	0.895432030820033	0.7831590533847	0.7914144193725922	0.7771051183269125
ERR1459017	0.9972482113373693	0.9036873968079252	0.8910291689598239	0.9212988442487617	0.9086406164006604	0.8789212988442487	0.8315905338470005	0.8260869565217391	0.8277380297193175	0.7991194276279582	0.8778205833791964	0.8849752339020364	0.9994496422674739	0.8007705008255366	0.8728673637864612	0.9091909741331866	0.8337919647771052	0.8013208585580628	0.8629609246009906	0.8745184369840396	0.9444138690148597	1.0	0.8822234452394057	0.8668134287286736	0.876169510181618	0.848651623555311	0.8904788112272978	0.8536048431480462	0.8200330214639515	0.8249862410566868	0.8090258668134287	0.0	0.8481012658227848	0.876169510181618	0.844799119427628	0.8376444689047882	0.8580077050082554	0.8822234452394057	0.8585580627407815	0.8425976884975234	0.8266373142542652	0.9113924050632911	0.9350577875619153	0.8695652173913043	0.9422124380847551	0.9003852504127683	0.9312052834342323	0.8816730875068794	0.8244358833241607	0.9290038525041276	0.8657127132636213	0.8822234452394057	0.8943313153549808	0.9196477710511832	0.876169510181618	0.8613098514034122	0.8618602091359384
ERR1459028	0.9862410566868465	0.47936158503026965	0.7270225646670335	0.8282883874518437	0.4589983489268024	0.8948816730875069	0.5674188222344524	0.7815079801871216	0.7671986791414419	0.6439185470555862	0.39625756741882223	0.7903137039075399	0.9944964226747386	0.6285085305448541	0.5712713263621354	0.6466703357182169	0.7127132636213539	0.6125481563015961	0.8244358833241607	0.7886626307099615	0.9400110071546505	0.9988992845349477	0.5481563015960375	0.8315905338470005	0.6499724821133737	0.554210236653825	0.49201981287837093	0.5140341221794166	0.7077600440286186	0.779306549257017	0.7578425976884975	0.8481012658227848	0.0	0.8789212988442487	0.8563566318106769	0.7908640616400661	0.8123280132085856	0.8211337369290038	0.833241607044579	0.6929003852504128	0.8128783709411117	0.8222344523940561	0.47385800770500824	0.755641166758393	0.4744083654375344	0.8238855255916345	0.8948816730875069	0.7892129884424877	0.45954870665932857	0.4166208035222895	0.720968629609246	0.7765547605943863	0.4799119427627958	0.6807925151348376	0.7776554760594386	0.8657127132636213	0.8018712162905889
ERR1459033	0.9988992845349477	0.8756191524490919	0.8657127132636213	0.840946615299945	0.8161805173362686	0.740231150247661	0.7958172812328013	0.7528893780957623	0.8381948266373143	0.7721518987341772	0.7716015410016511	0.7743533296642818	0.9994496422674739	0.8046230049532196	0.8222344523940561	0.9113924050632911	0.8233351678591084	0.7881122729774354	0.8381948266373143	0.8673637864611998	0.837094111172262	0.9994496422674739	0.844799119427628	0.7369290038525041	0.7611447440836544	0.8547055586130985	0.8200330214639515	0.7716015410016511	0.7831590533847	0.8095762245459549	0.7991194276279582	0.876169510181618	0.8789212988442487	0.0	0.8106769400110072	0.7892129884424877	0.8249862410566868	0.8238855255916345	0.8337919647771052	0.817831590533847	0.6466703357182169	0.6758392955421023	0.9334067143643369	0.7980187121629059	0.93010456796918	0.8442487616951018	0.8882773802971932	0.8838745184369841	0.8123280132085856	0.9235002751788662	0.8288387451843698	0.8205833791964777	0.8475509080902587	0.9064391854705559	0.8613098514034122	0.7396807925151349	0.8822234452394057
ERR1459034	0.9977985690698954	0.8145294441386901	0.7627958172812328	0.7396807925151349	0.7820583379196477	0.7545404512933407	0.7149146945514584	0.6890478811227297	0.7193175564116676	0.6785910842047331	0.8943313153549808	0.7006053935057788	0.9983489268024216	0.7451843698403963	0.7220693450742983	0.9201981287837094	0.755641166758393	0.6840946615299945	0.6538249862410567	0.8304898183819482	0.8569069895432031	0.9988992845349477	0.8161805173362686	0.7182168409466153	0.7506879471656577	0.8288387451843698	0.8244358833241607	0.7859108420473307	0.7297743533296642	0.7072096862960925	0.779306549257017	0.844799119427628	0.8563566318106769	0.8106769400110072	0.0	0.7671986791414419	0.651073197578426	0.8046230049532196	0.7980187121629059	0.7804072647220693	0.654925701706109	0.8310401761144744	0.972482113373693	0.7468354430379747	0.9669785360484314	0.7561915244909191	0.8233351678591084	0.7941662080352229	0.7892129884424877	0.9570720968629609	0.7237204182718767	0.7765547605943863	0.7204182718767199	0.9174463401210787	0.7644468904788112	0.686296092460099	0.8134287286736379
ERR1459035	0.9977985690698954	0.8018712162905889	0.8508530544854155	0.7875619152449091	0.7908640616400661	0.7749036873968079	0.693450742982939	0.6807925151348376	0.7996697853604843	0.6323610346725371	0.7815079801871216	0.7903137039075399	0.9983489268024216	0.6945514584479912	0.6829939460649422	0.8475509080902587	0.7314254265272427	0.6642817831590534	0.7958172812328013	0.8668134287286736	0.8811227297743534	0.9988992845349477	0.7705008255365988	0.6995046780407265	0.7407815079801872	0.7677490368739681	0.7660979636763896	0.7160154100165107	0.658778205833792	0.7418822234452394	0.7231700605393506	0.8376444689047882	0.7908640616400661	0.7892129884424877	0.7671986791414419	0.0	0.7429829389102917	0.8095762245459549	0.7958172812328013	0.8365437534397359	0.6840946615299945	0.8123280132085856	0.8833241607044579	0.8018712162905889	0.868464501926252	0.7776554760594386	0.844799119427628	0.7941662080352229	0.7187671986791414	0.8756191524490919	0.7782058337919647	0.75178866263071	0.7705008255365988	0.825536598789213	0.802421574023115	0.7655476059438635	0.810126582278481
ERR1459037	0.9983489268024216	0.8458998348926803	0.7765547605943863	0.7985690698954321	0.8640616400660429	0.7435332966428179	0.7506879471656577	0.720968629609246	0.7292239955971381	0.6774903687396808	0.8596587782058338	0.7231700605393506	0.9988992845349477	0.759493670886076	0.7561915244909191	0.9102916895982388	0.7413318657127133	0.6637314254265272	0.6791414419372592	0.8073747936158503	0.8838745184369841	0.9994496422674739	0.8431480462300496	0.7044578976334618	0.7721518987341772	0.7749036873968079	0.8282883874518437	0.806274078150798	0.6477710511832692	0.7738029719317556	0.7352779306549257	0.8580077050082554	0.8123280132085856	0.8249862410566868	0.651073197578426	0.7429829389102917	0.0	0.7947165657677491	0.7842597688497523	0.786461199779857	0.7033571821684095	0.8607594936708861	0.9603742432581178	0.7264722069345074	0.9631260319207485	0.7413318657127133	0.7848101265822784	0.7749036873968079	0.7572922399559714	0.9444138690148597	0.7319757842597688	0.7600440286186021	0.7892129884424877	0.9163456246560264	0.7671986791414419	0.709411117226197	0.7815079801871216
ERR1459045	0.9928453494771602	0.914694551458448	0.7297743533296642	0.7611447440836544	0.8822234452394057	0.848651623555311	0.8233351678591084	0.8442487616951018	0.6725371491469455	0.7908640616400661	0.8728673637864612	0.6840946615299945	0.9950467804072647	0.8167308750687947	0.7567418822234453	0.9323059988992846	0.7765547605943863	0.7809576224545954	0.6736378646119978	0.8492019812878371	0.9135938359933957	0.996147495872317	0.8321408915795266	0.8172812328013208	0.787011557512383	0.8145294441386901	0.8530544854155201	0.7743533296642818	0.7649972482113374	0.8112272977435333	0.7429829389102917	0.8822234452394057	0.8211337369290038	0.8238855255916345	0.8046230049532196	0.8095762245459549	0.7947165657677491	0.0	0.8387451843698404	0.7303247110621904	0.8035222894881673	0.759493670886076	0.9389102916895983	0.7303247110621904	0.9543203082003302	0.7644468904788112	0.7820583379196477	0.8277380297193175	0.747936158503027	0.9334067143643369	0.7407815079801872	0.7842597688497523	0.8233351678591084	0.9246009906439185	0.7611447440836544	0.7506879471656577	0.8266373142542652
ERR1459063	0.9790864061640066	0.8756191524490919	0.7671986791414419	0.8376444689047882	0.895432030820033	0.7671986791414419	0.7969179966978536	0.7358282883874518	0.7859108420473307	0.7765547605943863	0.8277380297193175	0.7099614749587232	0.9785360484314805	0.7787561915244909	0.7974683544303798	0.9179966978536048	0.6929003852504128	0.7457347275729224	0.7605943863511282	0.6917996697853604	0.9240506329113924	0.9785360484314805	0.7710511832691249	0.7732526141992295	0.806274078150798	0.8398458998348927	0.8260869565217391	0.8282883874518437	0.8211337369290038	0.7804072647220693	0.7666483214089158	0.8585580627407815	0.833241607044579	0.8337919647771052	0.7980187121629059	0.7958172812328013	0.7842597688497523	0.8387451843698404	0.0	0.7853604843148047	0.7831590533847	0.8299394606494221	0.9471656576774904	0.7341772151898734	0.9774353329664281	0.7705008255365988	0.8673637864611998	0.6945514584479912	0.8046230049532196	0.9246009906439185	0.7716015410016511	0.7969179966978536	0.8783709411117226	0.9477160154100165	0.7072096862960925	0.7985690698954321	0.7055586130985141
ERR1459072	0.996147495872317	0.8618602091359384	0.6840946615299945	0.8106769400110072	0.8420473307649973	0.8398458998348927	0.7919647771051184	0.7743533296642818	0.7435332966428179	0.7649972482113374	0.8464501926252064	0.6774903687396808	0.9928453494771602	0.8035222894881673	0.7545404512933407	0.8970831040176115	0.7446340121078702	0.6813428728673638	0.7072096862960925	0.7760044028618602	0.9119427627958173	0.9988992845349477	0.7947165657677491	0.810126582278481	0.7848101265822784	0.7457347275729224	0.8359933957072097	0.7947165657677491	0.787011557512383	0.7903137039075399	0.7407815079801872	0.8425976884975234	0.6929003852504128	0.817831590533847	0.7804072647220693	0.8365437534397359	0.786461199779857	0.7303247110621904	0.7853604843148047	0.0	0.759493670886076	0.8128783709411117	0.9317556411667584	0.6912493120528344	0.9405613648871767	0.7633461750137589	0.8717666483214089	0.7903137039075399	0.7061089708310402	0.903137039075399	0.6367638965327462	0.7116125481563016	0.8277380297193175	0.903137039075399	0.7319757842597688	0.8238855255916345	0.7622454595487067
ERR1459099	0.9966978536048432	0.8618602091359384	0.7903137039075399	0.7237204182718767	0.8002201430930105	0.740231150247661	0.7110621904237755	0.6917996697853604	0.720968629609246	0.7215189873417721	0.8183819482663731	0.6906989543203081	0.9972482113373693	0.7198679141441937	0.7242707760044028	0.8882773802971932	0.7435332966428179	0.6741882223445239	0.7512383048981838	0.82168409466153	0.8745184369840396	0.9988992845349477	0.7809576224545954	0.6417171161254815	0.6967528893780958	0.7782058337919647	0.728673637864612	0.7369290038525041	0.7374793615850302	0.7550908090258668	0.7589433131535498	0.8266373142542652	0.8128783709411117	0.6466703357182169	0.654925701706109	0.6840946615299945	0.7033571821684095	0.8035222894881673	0.7831590533847	0.759493670886076	0.0	0.7837094111172263	0.9438635112823335	0.717116125481563	0.9400110071546505	0.7259218492019813	0.806274078150798	0.7495872317006054	0.7743533296642818	0.933957072096863	0.717116125481563	0.7110621904237755	0.7523390203632361	0.8937809576224546	0.7671986791414419	0.7358282883874518	0.7952669235002752
ERR1459109	0.996147495872317	0.8657127132636213	0.7314254265272427	0.6785910842047331	0.8145294441386901	0.7655476059438635	0.8068244358833242	0.8712162905888827	0.8123280132085856	0.7991194276279582	0.6995046780407265	0.7000550357732526	0.9966978536048432	0.8145294441386901	0.6752889378095762	0.895432030820033	0.7682993946064942	0.7528893780957623	0.8282883874518437	0.9086406164006604	0.9279031370390755	0.9983489268024216	0.8018712162905889	0.7572922399559714	0.6422674738580078	0.7859108420473307	0.7660979636763896	0.7682993946064942	0.8244358833241607	0.8315905338470005	0.8211337369290038	0.9113924050632911	0.8222344523940561	0.6758392955421023	0.8310401761144744	0.8123280132085856	0.8607594936708861	0.759493670886076	0.8299394606494221	0.8128783709411117	0.7837094111172263	0.0	0.8904788112272978	0.7000550357732526	0.9053384700055036	0.7622454595487067	0.8613098514034122	0.8618602091359384	0.7782058337919647	0.8728673637864612	0.7638965327462851	0.7688497523390203	0.7892129884424877	0.8750687947165657	0.8381948266373143	0.6730875068794716	0.8772702256466703
ERR1459110	0.9983489268024216	0.5564116675839296	0.9697303247110622	0.9702806824435883	0.5399009356081453	0.9680792515134837	0.6818932305998899	0.973032471106219	0.9493670886075949	0.7936158503026968	0.3263621353880022	0.9658778205833792	1.0	0.7842597688497523	0.7281232801320858	0.7006053935057788	0.8822234452394057	0.8134287286736379	0.9708310401761144	0.9592735277930655	0.9867914144193726	1.0	0.6417171161254815	0.9647771051183269	0.755641166758393	0.7512383048981838	0.5652173913043478	0.5938359933957073	0.8161805173362686	0.8855255916345625	0.8805723720418271	0.9350577875619153	0.47385800770500824	0.9334067143643369	0.972482113373693	0.8833241607044579	0.9603742432581178	0.9389102916895983	0.9471656576774904	0.9317556411667584	0.9438635112823335	0.8904788112272978	0.0	0.9515685195376995	0.37259218492019813	0.9631260319207485	0.945514584479912	0.9713813979086406	0.6301596037424326	0.16951018161805173	0.9515685195376995	0.9207484865162355	0.5751238304898184	0.7446340121078702	0.96147495872317	0.9818381948266374	0.9686296092460099
ERR1459123	1.0	0.8844248761695102	0.48431480462300497	0.6879471656576774	0.8365437534397359	0.7958172812328013	0.7787561915244909	0.717116125481563	0.5921849201981287	0.7187671986791414	0.8150798018712163	0.5288937809576224	0.9994496422674739	0.7853604843148047	0.689598238855256	0.9201981287837094	0.6609796367638965	0.6984039625756742	0.7105118326912493	0.7644468904788112	0.8976334617501376	1.0	0.7936158503026968	0.64336818932306	0.6064942212438085	0.7198679141441937	0.7820583379196477	0.7671986791414419	0.7831590533847	0.8266373142542652	0.75178866263071	0.8695652173913043	0.755641166758393	0.7980187121629059	0.7468354430379747	0.8018712162905889	0.7264722069345074	0.7303247110621904	0.7341772151898734	0.6912493120528344	0.717116125481563	0.7000550357732526	0.9515685195376995	0.0	0.9471656576774904	0.6719867914144194	0.8057237204182719	0.7490368739680793	0.7424325811777656	0.9334067143643369	0.4925701706108971	0.6554760594386351	0.7418822234452394	0.8827738029719318	0.6593285635663181	0.6565767749036874	0.7303247110621904
ERR1459124	0.9988992845349477	0.5404512933406714	0.945514584479912	0.969179966978536	0.5228398458998349	0.9933957072096863	0.6758392955421023	0.9702806824435883	0.9356081452944414	0.7936158503026968	0.3648871766648321	0.9774353329664281	1.0	0.7710511832691249	0.7165657677490369	0.7193175564116676	0.8662630709961475	0.8172812328013208	0.9746835443037974	0.9807374793615851	0.9631260319207485	1.0	0.6450192625206385	0.9702806824435883	0.7490368739680793	0.7666483214089158	0.565767749036874	0.6081452944413869	0.8205833791964777	0.8833241607044579	0.9201981287837094	0.9422124380847551	0.4744083654375344	0.93010456796918	0.9669785360484314	0.868464501926252	0.9631260319207485	0.9543203082003302	0.9774353329664281	0.9405613648871767	0.9400110071546505	0.9053384700055036	0.37259218492019813	0.9471656576774904	0.0	0.9686296092460099	0.9785360484314805	0.9713813979086406	0.6455696202531646	0.372041827187672	0.9389102916895983	0.9163456246560264	0.5674188222344524	0.6940011007154651	0.9466152999449642	0.9372592184920198	0.9708310401761144
ERR1459126	0.9988992845349477	0.914694551458448	0.6940011007154651	0.6538249862410567	0.8260869565217391	0.7930654925701706	0.7875619152449091	0.7716015410016511	0.6906989543203081	0.7204182718767199	0.8673637864611998	0.6081452944413869	1.0	0.806274078150798	0.6367638965327462	0.9345074298293891	0.7638965327462851	0.7495872317006054	0.6929003852504128	0.8117776554760594	0.9042377545404513	1.0	0.786461199779857	0.7077600440286186	0.7363786461199779	0.7842597688497523	0.8194826637314254	0.7991194276279582	0.8607594936708861	0.8282883874518437	0.8090258668134287	0.9003852504127683	0.8238855255916345	0.8442487616951018	0.7561915244909191	0.7776554760594386	0.7413318657127133	0.7644468904788112	0.7705008255365988	0.7633461750137589	0.7259218492019813	0.7622454595487067	0.9631260319207485	0.6719867914144194	0.9686296092460099	0.0	0.7226197028068244	0.7638965327462851	0.7936158503026968	0.9515685195376995	0.6340121078701155	0.686296092460099	0.7578425976884975	0.9152449091909741	0.7198679141441937	0.7264722069345074	0.779306549257017
